Checked,Ion,Charge,Molecular Weight,m/z,RT [min],FWHM [min],# MI,Area,Parent Area [%],Study File ID
FALSE,[M+H]+1,1,923.79247,924.79974,17.061,0.13,4,27441501.33,100,F1
FALSE,[M+H]+1,1,914.80272,915.81,17.302,0.148,3,27344252.97,100,F7
FALSE,[M+H]+1,1,781.56053,782.56781,8.385,0.076,6,27260982.32,100,F8
FALSE,[M+H]+1,1,1145.3178,1146.32507,10.998,0.093,7,27169365.62,100,F1
FALSE,[M+H]+1,1,793.71489,794.72217,16.51,0.104,5,27139998.57,100,F1
FALSE,[M+H]+1,1,1127.30669,1128.31396,15.263,0.086,9,27091161.14,100,F1
FALSE,[M+H]+1,1,851.79332,852.8006,18.739,0.101,4,27024422.75,100,F7
FALSE,[M+H]+1,1,636.29704,637.30432,1.49,0.409,4,26558558.98,100,F3
FALSE,[M+H]+1,1,901.80089,902.80817,17.303,0.147,2,26549428.94,100,F7
FALSE,[M+H]+1,1,781.56059,782.56787,8.391,0.075,6,26362137.22,100,F9
FALSE,[M+H]+1,1,906.76219,907.76947,18.14,0.184,4,26179629.35,100,F9
FALSE,[M+H]+1,1,851.78411,852.79138,18.014,0.113,2,25986270.13,100,F7
FALSE,[M+H]+1,1,833.59142,834.59869,9.365,0.084,3,25974929.1,100,F7
FALSE,[M+H]+1,1,914.80223,915.80951,17.348,0.129,3,25960840.35,100,F8
FALSE,[M+H]+1,1,904.74681,905.75409,17.424,0.147,2,25960105.1,100,F7
FALSE,[M+H]+1,1,997.27995,998.28723,9.536,0.102,7,25805044.99,100,F1
FALSE,[M+H]+1,1,833.59154,834.59882,9.404,0.083,3,25753334.64,100,F8
FALSE,[M+H]+1,1,833.59123,834.59851,9.414,0.083,3,25740200.46,100,F9
FALSE,[M+H]+1,1,912.7863,913.79358,16.682,0.155,5,25712505.36,100,F9
FALSE,[M+H]+1,1,495.33119,496.33847,1.496,0.173,4,25621624.34,100,F1
FALSE,[M+H]+1,1,730.59813,731.60541,9.608,0.091,3,25492839.86,100,F1
FALSE,[M+H]+1,1,897.77611,898.78339,17.035,0.107,2,25458239.54,100,F7
FALSE,[M+H]+1,1,861.77745,862.78473,17.617,0.138,5,25380710.72,100,F7
FALSE,[M+H]+1,1,800.67638,801.68365,12.264,0.104,5,25354693.11,100,F1
FALSE,[M+H]+1,1,912.78667,913.79395,16.62,0.172,3,25269343.5,100,F7
FALSE,[M+H]+1,1,895.76091,896.76819,16.379,0.126,3,25037530.21,100,F8
FALSE,[M+H]+1,1,895.76073,896.76801,16.38,0.123,3,25012149.62,100,F1
FALSE,[M+H]+1,1,749.54949,750.55676,9.485,0.043,3,24952379.22,100,F3
FALSE,[M+H]+1,1,793.71495,794.72223,16.45,0.095,5,24843577.13,100,F7
FALSE,[M+H]+1,1,784.64531,785.65259,10.755,0.1,3,24791779.09,100,F1
FALSE,[M+H]+1,1,803.54222,804.5495,8.836,0.1,3,24756899.35,100,F1
FALSE,[M+H]+1,1,912.78667,913.79395,16.665,0.162,3,24571604.55,100,F8
FALSE,[M+H]+1,1,758.62956,759.63684,10.661,0.098,4,24534798.22,100,F1
FALSE,[M-H]-1,-1,284.27064,283.26337,6.562,0.098,4,24429453.95,100,F5
FALSE,[M+H]+1,1,793.71489,794.72217,16.498,0.099,5,24243011.2,100,F8
FALSE,[M-H]-1,-1,846.68141,845.67413,11.676,0.116,4,24111820.93,100,F4
FALSE,[M+H]+1,1,576.51079,577.51807,17.997,0.117,4,24103940.5,100,F7
FALSE,[M-H]-1,-1,846.68147,845.67419,11.724,0.11,5,24096915.71,100,F5
