Retention Time (min),Quant Ion,Polarity,Area (max),Identification,Lipid Class,Features Found,Plasma_PS.raw (F1),PDH_Blank_Neg.raw (F2),PDH_Blank_Pos_171003103943.raw (F3),Plasma_Neg_1.raw (F4)+Plasma_Pos_1.raw (F7),Plasma_Neg_2.raw (F5)+Plasma_Pos_2.raw (F8),Plasma_Neg_3.raw (F6)+Plasma_Pos_3.raw (F9),
11.167,1139.63806,-,19492.69596,,,2,15273.09359,762.428277,0.0,17870.86176,19492.69596,15155.34618,
11.168,863.68585,-,83393.14819,,,4,83393.14819,1756.075467,0.0,81268.75012,83101.15503,82789.35329,
11.17,1066.66187,-,60941.53052,,,2,60941.53052,745.4277519,0.0,56915.16018,59750.61139,20784.8575,
11.17,1159.6709,-,26235.78142,,,2,26235.78142,804.5014146,0.0,25964.81311,22680.73058,21321.45614,
11.173,991.67529,-,170254.8839,,,2,163513.8216,3513.469286,0.0,161712.8037,161980.6009,170254.8839,
11.174,883.69067,-,136020.1651,,,4,132593.9845,2092.421349,0.0,129392.9371,136020.1651,114334.6064,
11.178,981.64819,-,42112.71295,,,4,42112.71295,980.9456506,0.0,40966.50468,40180.76006,36212.50665,
11.179,461.11438,-,33119.42937,,,2,33119.42937,851.5600319,0.0,1397.2158,1505.330352,22802.24973,
11.18,1337.06287,-,404657.8122,,,2,404657.8122,3814.78467,0.0,2072.298316,40822.13811,349890.0048,
11.186,1063.65381,-,36583.76347,,,4,22711.30661,721.5956992,0.0,22683.6424,36583.76347,22062.55236,
11.187,913.6615,-,566482.9409,,,4,566482.9409,14927.11585,0.0,534353.8476,534171.7148,553211.7641,
11.187,757.62109,-,161480.4943,,,4,161480.4943,2962.172211,0.0,156342.3985,153303.7729,156402.7773,
11.188,1153.6532,-,64004.00147,,,4,57821.10839,1602.559547,0.0,57211.34829,64004.00147,58212.84349,
11.189,908.67365,-,512857.1849,,,4,512857.1849,9724.197607,0.0,482543.3968,482908.9593,503403.4226,
11.189,899.64496,-,80405.84121,,,2,61007.32336,1250.325397,0.0,74508.48144,80405.84121,78884.36167,
11.189,1077.66687,-,59208.27005,,,4,58224.2793,1262.064703,0.0,53902.43944,55457.11871,59208.27005,
11.191,801.68463,+,160598.5604,SM d41:1,SM,2,40121.8537,0.0,4377.392273,130890.0018,79074.01149,160598.5604,
11.195,1235.65454,-,27284.09946,,,2,27078.72396,728.0542865,0.0,24022.90565,24038.42333,27284.09946,
11.198,1071.65015,-,103376.0442,,,3,95723.2845,1852.058315,0.0,99499.90838,103376.0442,91467.4926,
11.202,612.55695,-,20797.65493,,,2,11755.87821,693.2091989,0.0,20797.65493,20153.41731,14847.65777,
11.211,640.62378,+,27691.91031,,,3,2588.825223,0.0,4804.808142,26864.92195,27691.91031,24746.87771,
11.213,800.6507,+,153309.8437,Plasmanyl-PC O-38:2,Plasmanyl-PC,2,1476.655906,0.0,3628.471684,153309.8437,116340.9825,148898.382,
11.227,626.57166,-,104957.9592,,,2,69935.25262,4203.638975,0.0,104957.9592,103052.825,91772.66704,
11.232,835.66559,+,1.06295965E7,,,2,123136.0245,0.0,300832.1136,1.06295965E7,1.039073918E7,9779340.007,
11.234,1026.19238,+,976307.16,,,2,2355.820276,0.0,6666.767321,6407.000041,127772.6858,976307.16,
11.237,1235.1427,-,1416966.005,,,2,1416966.005,28845.36695,0.0,2693.783587,145948.8991,925589.4594,
11.244,630.61798,+,66213.16772,Cer[NS] d42:2,Cer[NS],3,13127.90761,0.0,6417.675208,59828.06103,66213.16772,62187.7976,
11.247,1186.01709,+,28051.16759,,,3,3987.498874,0.0,5069.642599,26143.95692,28051.16759,24285.75037,
11.248,682.63501,+,51152.60344,,,3,30955.39259,0.0,7123.278772,51152.60344,45828.39637,44583.27375,
11.25,972.73401,+,355325.4588,,,3,7215.315006,0.0,7395.315584,355325.4588,260083.2049,353394.9145,
11.252,1179.66724,-,76695.68577,,,2,65901.20431,1398.997723,0.0,76695.68577,74076.00223,59192.29841,
11.253,1134.78491,+,183704.395,,,4,183704.395,605.7937887,6239.313412,53708.49846,56719.20976,56616.23565,
11.254,848.69623,+,67729.16638,,,3,4422.773633,0.0,5623.044,67729.16638,52287.88327,41295.64311,
11.256,887.68542,-,87544.31772,,,4,86002.84555,1188.375653,0.0,85663.24497,73657.90673,87544.31772,
11.257,806.62775,-,157325.2608,Plasmanyl-PC O-18:0_16:0,Plasmanyl-PC,4,157325.2608,3710.393577,0.0,146215.9455,134088.7904,141830.8567,
11.262,964.66016,-,48800.75396,,,4,35155.43763,498.0071149,0.0,43362.88003,43824.01937,48800.75396,
11.262,699.5144,+,40023.86416,,,3,5918.367175,0.0,5938.843827,39920.25125,40023.86416,39747.65896,
11.263,825.62488,-,30182.32972,,,2,27280.07543,994.5427818,0.0,27841.59821,30182.32972,29214.46294,
11.264,882.65796,-,334531.9332,Plasmanyl-PC O-20:0_20:4,Plasmanyl-PC,4,318994.594,6252.932683,0.0,317841.3169,334531.9332,326308.4365,
11.266,1277.09802,-,2959215.848,,,2,2959215.848,105268.5579,0.0,16779.57818,636056.9564,1199375.556,
11.266,775.50018,+,38805.83213,,,3,6709.204322,0.0,6732.417151,37197.26768,35719.39896,38805.83213,
11.267,965.75562,+,87494.11846,,,2,18067.95498,0.0,16312.20653,87494.11846,64036.71949,48738.45467,
11.267,1103.68042,-,82434.56706,,,3,66955.64421,1333.441429,0.0,78978.41455,48941.06847,82434.56706,
11.268,693.4978,+,142732.0711,,,3,8518.751085,0.0,7690.943843,134901.2939,142732.0711,126879.3147,
11.273,1007.66388,-,42696.60631,,,3,36022.02547,611.8703955,0.0,42696.60631,38645.89093,39493.7755,
11.275,1021.67926,-,204748.1618,,,4,204748.1618,4075.551201,0.0,183518.7824,174627.9279,202911.5026,
11.275,1165.65247,-,24114.64533,,,4,22634.44278,613.3323709,0.0,24114.64533,19540.59877,21545.86031,
11.276,939.67719,-,734159.1768,,,4,734159.1768,16141.43101,0.0,665454.9406,649944.2053,685653.4342,
11.276,577.51831,+,437557.224,,,3,7559.611728,0.0,51678.09581,414500.5611,407214.9077,437557.224,
11.277,857.67426,-,3928312.011,,,5,3928312.011,91224.76399,0.0,3575440.691,3455398.17,3673330.56,
11.277,783.63672,-,211595.9945,,,4,211595.9945,2732.579282,0.0,189654.7581,183800.5465,192569.7756,
11.277,1097.66528,-,149200.3699,,,4,149200.3699,1937.896958,0.0,119945.932,124706.0101,120991.4578,
11.279,1015.66321,-,195279.6049,,,4,194331.9453,3479.173674,0.0,187561.0877,195279.6049,193630.881,
11.28,1089.66589,-,38371.00275,,,4,35915.40329,647.1773522,0.0,38371.00275,35938.38612,38020.0179,
11.291,1261.66821,-,30964.38286,,,3,30964.38286,546.5272188,0.0,23933.77011,29784.27172,28894.37016,
11.298,696.61462,-,42184.56627,,,3,23706.7478,3697.47169,0.0,42184.56627,40642.99583,31250.37287,
11.299,775.66742,+,219677.1877,SM d39:0,SM,4,103352.7078,0.0,4626.320709,219677.1877,160554.7663,201756.4376,
11.301,889.72363,+,108694.6938,,,3,7557.852673,0.0,6823.420464,108694.6938,97596.97204,87085.62649,
11.306,739.54523,-,88547.00719,,,2,59398.61902,1459.867588,0.0,88547.00719,76295.99915,61818.46342,
11.314,917.66803,+,489522.299,,,2,9515.766233,0.0,17721.10181,473006.9432,489522.299,459533.8336,
11.317,1075.65723,+,122420.3976,,,3,7806.947594,0.0,7048.309656,115656.4149,122420.3976,100497.6236,
11.318,993.65302,+,323426.3676,,,3,20855.28971,0.0,10416.96197,284858.8088,323426.3676,264079.3924,
11.318,756.58893,+,246822.1248,PE O-38:2,Plasmenyl-PE,3,33756.73924,0.0,32259.52241,246822.1248,220976.8469,233212.9075,
11.318,1017.62891,+,54462.33456,,,2,8077.996535,0.0,7293.019492,39704.64953,41119.64759,54462.33456,
11.318,675.5354,-,38306.53675,,,4,29330.06388,559.4131576,0.0,38306.53675,36369.73136,37226.1567,
11.323,939.2254,-,103887.1898,,,2,103887.1898,2987.320212,0.0,721.703335,11356.3785,98887.69873,
11.325,836.66699,+,4509732.066,,,3,86382.19131,0.0,118631.8152,4509732.066,4330924.652,4157868.724,
11.328,911.65021,+,1117162.605,,,3,20866.93646,0.0,93438.42282,1092777.246,1117162.605,1075137.834,
11.329,832.64008,-,140004.7259,Plasmanyl-PC O-18:0_18:1,Plasmanyl-PC,3,140004.7259,385.1471236,0.0,118606.8744,94413.8619,117921.1415,
11.331,813.68341,+,6.394521668E7,SM d42:2,SM,4,159020.536,0.0,2230785.183,6.086182306E7,6.394521668E7,6.068540451E7,
11.334,816.64551,+,1050285.361,PC 38:1,PC,3,8118.238863,0.0,118591.2633,1050285.361,1031447.753,992652.8711,
11.335,1145.09399,-,2933747.124,,,5,2933747.124,57004.6254,0.0,1701.400461,151384.1375,1841492.771,
11.335,771.57233,-,215527.4846,,,4,180652.3234,1543.271108,0.0,215527.4846,206440.2937,200772.3326,
11.337,920.63702,+,78481.7174,,,2,6272.297993,0.0,25812.56869,38201.72406,75583.9194,78481.7174,
11.339,773.53326,-,55011.71551,,,3,35083.83298,747.9921266,0.0,55011.71551,49949.95623,52988.32641,
11.342,1055.04382,-,4497786.216,,,5,4497786.216,83097.2656,0.0,9380.428034,256380.909,3256474.034,
11.342,781.6394,+,324488.2679,,,3,9684.690683,0.0,4486.668101,79629.11885,318277.1868,324488.2679,
11.342,1069.63721,+,65990.93398,,,2,7058.621025,0.0,6102.80834,65990.93398,64175.64022,60029.10676,
11.344,860.57837,-,53897.47846,,,4,53897.47846,472.3740516,0.0,46445.49722,44429.47685,50597.95141,
11.346,790.63171,+,525569.576,PC 36:0,PC,2,15345.78037,0.0,5275.035394,525569.576,490179.059,504226.4955,
11.347,1108.77283,+,98528.35511,,,4,98528.35511,495.5880207,5646.468803,29726.92322,28728.06766,29059.36407,
11.347,900.68164,+,40783.62996,,,2,32860.4834,0.0,4442.119399,19736.11325,36570.08743,40783.62996,
11.349,898.77173,+,54980.19932,,,2,5418.195768,0.0,4684.514186,46953.80914,54980.19932,41299.32217,
11.354,521.08124,-,104892.778,,,2,104892.778,868.5650735,0.0,1845.478156,4924.549461,48855.60727,
11.358,593.12109,-,1092499.242,,,3,1092499.242,18207.91691,0.0,1675.150772,60207.3116,729564.1748,
11.362,638.5705,+,332096.5614,,,3,7431.483351,0.0,102509.8217,315670.0447,311184.5019,332096.5614,
11.375,1013.08069,-,116429.3722,,,2,108519.2237,832.0637446,0.0,643.0008279,10019.1941,116429.3722,
11.384,452.4451,+,247838.6858,,,3,5041.784274,0.0,6573.590282,246592.2989,247838.6858,243849.5841,
11.39,1235.1427,-,4358412.098,,,3,4358412.098,79804.80805,0.0,18651.41644,339372.5136,2772445.771,
11.397,875.14392,-,84497.92681,,,2,84497.92681,481.3804919,0.0,694.0402952,6479.766972,63567.99899,
11.399,965.19397,-,205430.5666,,,2,205430.5666,2683.690523,0.0,732.317562,18451.11891,184521.4521,
11.403,819.69244,+,90726.72415,,,3,5519.964961,0.0,3614.612688,74287.0759,90726.72415,62920.41155,
11.412,839.69873,+,521407.6624,SM d44:3,SM,3,11300.63361,0.0,32937.56606,521407.6624,460139.8591,484029.7905,
11.416,730.57416,+,1276940.909,Plasmenyl-PE P-36:1,Plasmenyl-PE,4,1276940.909,13138.07693,23340.35481,405680.0759,447339.5838,490305.6224,
11.419,949.1618,-,635742.6255,,,2,635742.6255,10560.98388,0.0,885.7229096,45482.2182,401357.1929,
11.424,810.56219,-,85927.76497,,,4,84672.32765,1137.506149,0.0,76627.97917,69680.92725,85927.76497,
11.425,1176.2074,+,3669533.012,,,3,3669533.012,0.0,4822.772144,7164.769032,258544.3175,1919536.247,
11.425,787.07288,-,251449.8413,,,2,251449.8413,3462.409494,0.0,929.3332243,20883.78941,114264.6522,
11.43,787.66791,+,5.435084335E7,SM d40:1,SM,4,721911.5918,0.0,1631021.177,5.435084335E7,4.989060009E7,4.936974263E7,
11.438,885.63501,+,1003297.861,,,3,12553.8242,0.0,3587.016385,1003297.861,984705.2815,937087.1476,
11.44,891.65247,+,439424.5444,,,3,4170.481095,0.0,53596.05061,426026.918,439424.5444,405799.9927,
11.442,967.63824,+,299087.7662,,,3,8008.444868,0.0,4752.635131,278717.9489,299087.7662,273842.8624,
11.444,909.57098,+,187698.1048,,,3,2548.809452,0.0,2872.11779,88063.61568,105889.723,187698.1048,
11.446,1049.64075,+,115851.3413,,,3,4905.993327,0.0,4063.704713,104130.9756,115851.3413,101536.6931,
11.449,985.60101,+,44848.5326,,,2,2265.16257,0.0,2552.491207,25768.82649,22969.69031,44848.5326,
11.453,1043.62207,+,67030.86969,,,2,2510.469946,0.0,2828.91504,66941.46534,67030.86969,62927.86728,
11.464,1189.22888,-,421676.3843,,,2,421676.3843,2773.300848,0.0,3318.447594,27738.13693,276816.3426,
11.471,1099.17932,-,901446.9764,,,3,901446.9764,15528.70267,0.0,2620.746131,73914.64061,709171.3247,
11.472,1009.12964,-,1270905.463,,,3,1270905.463,24178.63258,2049.166608,3557.30285,4911.416632,4485.132873,
11.472,847.04022,-,175929.3187,,,2,175929.3187,1785.123956,0.0,2731.072186,10755.16732,138863.628,
11.479,1028.14209,-,244508.1171,,,2,197720.7548,3123.491831,0.0,2855.277594,19333.80968,244508.1171,
11.48,937.08923,-,205975.1873,,,2,205975.1873,1594.119338,0.0,2518.567417,14462.0996,154152.9085,
11.48,771.63666,+,122430.588,,,3,18208.16986,0.0,8162.538815,122430.588,118427.9383,117715.9245,
11.493,627.52039,-,27842.17627,,,3,26396.67583,2622.695024,0.0,27842.17627,26361.90199,25896.98313,
11.512,828.65668,-,72638.30448,,,4,44251.77383,1109.426288,0.0,41369.07552,72638.30448,71158.90333,
11.517,1112.74207,-,53165.50493,,,4,42699.89041,689.9538004,0.0,47659.88592,48787.54973,53165.50493,
11.52,895.67358,+,71980.76091,,,2,71980.76091,0.0,3361.962005,30401.64567,30927.34857,28750.29357,
11.521,800.66071,-,100070.7496,,,3,80989.97662,1504.43662,0.0,100070.7496,71374.58304,75733.20094,
11.523,797.59247,-,170005.0433,,,4,108916.3736,8250.711373,0.0,140848.1653,151420.9526,170005.0433,
11.525,972.73358,+,689663.6968,,,4,689663.6968,5015.12565,1959.171258,262710.5233,270160.0114,293669.989,
11.531,902.69653,+,231866.5855,,,3,25135.7935,0.0,2774.356251,231866.5855,209087.1552,220888.7097,
11.543,653.53479,-,519416.0696,,,4,452618.7651,12299.21838,0.0,502098.5322,503937.2866,519416.0696,
11.559,578.586,+,21833.64164,,,3,4347.435997,0.0,1249.200291,19925.42912,21833.64164,20697.68772,
11.569,782.59985,-,53212.10072,,,2,23405.83092,1354.284623,0.0,53212.10072,46094.70195,30228.46163,
11.574,1017.62891,+,34084.04348,,,2,22273.68633,0.0,1001.527789,23080.78163,26868.9529,34084.04348,
11.576,1056.27429,+,248185.379,,,2,63607.92152,0.0,64416.37315,3452.715583,31331.26038,248185.379,
11.578,813.68378,+,6.941009375E7,SM d42:2,SM,4,6.941009375E7,0.0,710237.2795,2.109215256E7,1.70218264E7,1.772037555E7,
11.581,682.63361,+,63887.63209,,,4,63887.63209,977.8446388,5680.89364,40195.29696,38897.53204,35668.36094,
11.584,1097.30066,+,567917.7199,,,2,225914.6531,0.0,128414.602,4643.390014,110563.8461,567917.7199,
11.587,679.55035,-,1031329.311,,,5,839666.1005,24134.57574,0.0,1007599.204,1031329.311,911266.2032,
11.588,1261.66699,-,42827.68855,,,2,30954.10253,2656.005736,0.0,42827.68855,30886.38743,28791.85154,
11.589,665.53418,-,58234.63431,,,3,27192.24914,1391.816464,0.0,58030.80084,58234.63431,42169.0653,
11.59,1185.68347,-,51492.58133,,,4,47459.19761,3609.826214,0.0,48630.91287,51492.58133,41772.31022,
11.591,1117.69763,-,336751.6369,,,3,336751.6369,20018.31596,0.0,318329.6543,299047.5984,307895.2457,
11.592,753.56378,-,258707.5061,,,3,145614.9678,2739.029532,0.0,258707.5061,215191.3794,155948.1115,
11.594,1103.68201,-,112894.5456,,,4,102464.8282,7127.053716,0.0,112894.5456,102593.3638,101228.1121,
11.6,1199.69897,-,95806.94852,,,4,95806.94852,7307.146402,0.0,87542.23349,93711.15447,87179.64449,
11.601,1021.67926,-,207293.8831,,,4,207293.8831,12253.80378,0.0,207025.1803,194052.5051,182102.6185,
11.603,1217.13135,-,3989220.187,,,3,3989220.187,19604.66225,0.0,9678.860612,400179.2143,2217711.054,
11.603,1193.68274,-,316117.7718,,,4,316117.7718,19260.34097,0.0,306914.6802,306616.3735,305331.2442,
11.606,1097.66565,-,86117.05553,,,4,74550.6596,3583.504265,0.0,86117.05553,76643.58779,80195.98754,
11.608,1029.67749,-,1475161.635,,,5,1378414.461,53395.58282,0.0,1378468.423,1475161.635,1436496.586,
11.609,1111.67944,-,680164.5489,,,5,680164.5489,32313.55055,0.0,645299.0952,668989.9696,671391.6975,
11.609,1187.66638,-,70704.92047,,,4,48208.3266,1321.538173,0.0,70704.92047,63791.0372,69758.20595,
11.609,1269.66882,-,50351.87699,,,3,50351.87699,2137.178984,0.0,45799.37306,49670.84658,45343.82811,
11.61,1115.21008,-,570359.2179,,,3,570359.2179,3089.588401,0.0,4531.874192,25166.76069,332788.691,
11.61,939.67737,-,434589.3586,,,4,389247.0091,18124.1463,0.0,434589.3586,423605.3897,425849.2135,
11.611,953.69128,-,4415913.102,,,5,4404624.15,171128.7947,0.0,4370855.688,4374946.374,4415913.102,
11.613,797.65137,-,1528964.604,,,6,1528964.604,33684.46884,74520.82294,1463259.836,1411878.384,1451536.166,
11.614,1035.69421,-,990038.5264,,,4,990038.5264,53450.37504,0.0,974551.689,957356.6947,983686.5555,
11.614,1025.05164,-,41250.79781,,,2,41250.79781,1413.673495,0.0,4747.755997,3956.664943,30611.44863,
11.615,757.591,+,189134.9725,,,2,189134.9725,1397.167116,43542.81479,69454.75872,71836.6402,93589.82853,
11.616,1187.13586,-,121229.0688,,,2,121229.0688,1191.216861,0.0,4000.645848,3334.041426,70318.12652,
11.617,1145.09399,-,904746.5256,,,3,904746.5256,7536.119425,0.0,5842.234379,62203.44615,515780.1032,
11.617,874.65466,-,454834.398,,,4,454834.398,12830.14228,0.0,388281.7996,410346.7937,423479.2207,
11.622,808.58167,-,34567.752,,,2,24704.21984,1404.701854,0.0,29747.30434,34567.752,26325.19028,
11.623,1055.04382,-,1829664.083,,,3,1829664.083,19724.82255,0.0,5476.467386,225133.6194,1479321.393,
11.625,759.55518,+,21305.85285,,,2,6970.28122,0.0,1225.996301,21305.85285,20230.00618,13382.74577,
11.629,1175.17554,-,2575863.819,,,3,2575863.819,103396.4453,0.0,8834.29421,221928.0063,1486000.456,
11.63,1412.08057,-,91246.52351,,,2,91246.52351,1940.519915,0.0,6672.416401,5947.285585,17635.30828,
11.632,995.07617,-,592201.4634,,,2,592201.4634,3830.458795,0.0,3614.323277,41172.67789,347498.764,
11.633,1275.68433,-,110859.3836,,,4,102090.7032,7239.796494,0.0,43921.55413,110859.3836,106414.7755,
11.634,1291.14893,-,550490.5823,,,3,550490.5823,5780.046065,0.0,4899.014557,44364.81461,379942.361,
11.636,655.06714,-,66512.76969,,,2,66512.76969,1444.504886,0.0,4966.884399,4427.103798,33284.69932,
11.637,652.63519,+,35695.39454,,,3,6922.175736,0.0,1217.535072,35695.39454,33342.06282,29448.5784,
11.639,1129.06262,-,278604.5735,,,2,278604.5735,1511.695506,0.0,4435.454505,11709.58203,223889.3743,
11.639,727.10651,-,65789.44136,,,2,65789.44136,1263.245419,0.0,4343.62945,3871.581638,42004.32977,
11.64,787.07288,-,564625.366,,,3,564625.366,8021.972395,0.0,4279.213619,31938.90416,366885.4592,
11.64,1039.21094,-,346325.3668,,,2,346325.3668,1263.244017,0.0,4343.62463,7619.881247,210907.0305,
11.641,949.1618,-,1472747.3,,,3,1472747.3,25286.94613,0.0,4363.032451,106924.4991,925969.3929,
11.641,810.68341,+,453486.0014,HexCer[NS] d42:2,HexCer[NS],3,6659.193687,0.0,112108.4668,453486.0014,441894.5356,440839.0806,
11.641,654.60388,-,49133.07337,,,2,22198.99061,1454.382355,0.0,48375.94307,49133.07337,23873.6415,
11.642,877.12189,-,1228985.915,,,3,1228985.915,17087.24503,0.0,4392.642622,77754.59331,804647.254,
11.643,628.60236,+,218269.2384,Cer[NS] d42:3,Cer[NS],3,6995.724961,0.0,1230.471577,218269.2384,204548.7824,213519.6398,
11.643,576.57092,+,192658.7077,Cer[NS] d38:1,Cer[NS],3,7007.065546,0.0,7507.455316,192658.7077,179708.4173,189605.1534,
11.643,704.66589,+,89042.62603,,,3,6949.560027,0.0,1222.35167,89042.62603,85144.15338,73904.88659,
11.649,908.64264,+,36663.8707,,,3,6977.903968,0.0,1227.337059,35500.40573,36663.8707,35366.90747,
11.651,824.66284,-,247164.2392,,,4,161713.0325,1224.582044,0.0,232798.5806,247164.2392,199867.7046,
11.655,827.69946,+,2349119.201,SM d43:2,SM,3,7495.228688,0.0,65844.59405,2349119.201,2278033.022,2239335.458,
11.658,843.67377,+,27100.03086,,,2,4897.465103,0.0,3586.244869,27100.03086,21730.61258,22237.02895,
11.659,1007.66791,+,20915.2972,,,3,5946.480235,0.0,5100.544938,20915.2972,19513.9184,13283.06945,
11.68,876.68341,+,292029.3643,,,3,116158.3114,0.0,20397.78321,292029.3643,272648.7697,169220.1782,
11.694,444.37421,+,27778.37831,,,3,8159.874225,0.0,1700.599518,16258.23526,20106.57985,27778.37831,
11.695,1157.26794,+,774815.7454,,,3,179537.1456,0.0,986.3130671,918.4932838,118461.4509,774815.7454,
11.695,536.43713,+,484838.8465,,,3,8436.356624,0.0,8857.074617,301126.4124,341757.1602,484838.8465,
11.701,1116.24158,+,983210.0235,,,3,165222.4991,0.0,1081.54144,1007.173667,93601.21288,983210.0235,
11.711,995.66937,+,33658.05736,,,2,21745.97425,0.0,1380.986217,28513.8471,33658.05736,27102.81172,
11.711,668.64514,+,31234.13974,,,2,5891.39916,0.0,4767.854814,31234.13974,27922.72417,25131.29032,
11.712,1243.65271,-,47376.57675,,,3,34710.58711,1693.292818,0.0,47376.57675,44506.58191,40665.28038,
11.713,1153.65552,-,132621.5991,,,4,55920.24177,3304.518462,0.0,132621.5991,66156.71691,63294.18424,
11.715,845.67413,-,2.411182093E7,,,5,2.336645951E7,712777.288,0.0,2.411182093E7,2.409691571E7,2.397992811E7,
11.716,771.63586,-,1391724.933,,,5,1326349.302,36158.21565,0.0,1336517.018,1391724.933,1371708.023,
11.717,1003.66132,-,1181297.033,,,5,1127677.048,41581.00774,0.0,1169507.532,1177416.404,1181297.033,
11.717,913.66156,-,380638.2339,,,4,291188.7716,13440.91192,0.0,380638.2339,365990.7835,316764.9717,
11.717,995.66467,-,175518.0685,,,4,163214.0292,8481.500198,0.0,175518.0685,172239.1911,158895.1712,
11.718,927.67645,-,3795716.712,,,5,3537082.185,136275.7615,0.0,3795716.712,3735915.086,3629170.602,
11.718,1085.66504,-,574396.787,,,5,527262.0262,24287.03285,0.0,551190.6278,574396.787,530195.5488,
11.718,1285.33057,-,328444.288,,,2,328444.288,28513.73014,0.0,6021.024664,54877.17076,193135.2953,
11.719,1247.30432,-,3593592.654,,,5,3593592.654,83079.62227,0.0,55912.10172,613431.1236,2785139.336,
11.719,297.04599,-,1263229.275,,,4,1263229.275,22331.67042,0.0,20563.7681,180980.1163,935957.1922,
11.721,815.69916,+,2580099.541,SM d42:1,SM,4,1447128.238,0.0,73095.81152,2479388.751,2580099.541,2157011.196,
11.721,1009.67938,-,843688.1948,,,5,837407.2287,42907.42078,0.0,822553.2794,843688.1948,825247.4354,
11.721,1091.68237,-,273645.4242,,,4,273031.6071,15419.18444,0.0,273645.4242,257486.4591,265092.0953,
11.722,313.07739,-,432500.0951,,,3,432500.0951,7669.70346,0.0,4911.855034,69369.19969,332244.9467,
11.723,1167.66846,-,272320.4651,,,4,241878.1991,14458.64772,0.0,241189.9074,272320.4651,264505.2763,
