Checked,Ion,Charge,Molecular Weight,m/z,RT [min],FWHM [min],# MI,Area,Parent Area [%],Study File ID
FALSE,[M-H]-1,-1,787.50007,786.4928,6.298,0.086,3,31395.87068,100,F1
FALSE,[M+H]+1,1,697.5703,698.57758,6.862,0.084,2,31389.98848,100,F1
FALSE,[M+H]+1,1,1044.19768,1045.20496,9.817,0.078,2,31389.90587,100,F7
FALSE,[M-H]-1,-1,680.45216,679.44489,5.335,0.097,2,31387.9224,100,F5
FALSE,[M+H]+1,1,416.24764,417.25491,6.974,0.046,2,31385.54094,100,F8
FALSE,[M+H]+1,1,509.55321,510.56049,17.826,0.077,2,31384.36963,100,F1
FALSE,[M-H]-1,-1,974.43098,973.42371,5.005,0.13,2,31384.1759,100,F4
FALSE,[M-H]-1,-1,1278.8094,1277.80212,9.522,0.061,2,31377.18249,100,F5
FALSE,[M-H]-1,-1,1242.87593,1241.86865,4.996,0.059,2,31376.65332,100,F4
FALSE,[M+H]+1,1,681.58922,682.5965,12.951,0.088,2,31375.5006,100,F1
FALSE,[M-H]-1,-1,686.51222,685.50494,10.055,0.084,2,31374.14131,100,F6
FALSE,[M+H]+1,1,709.62218,710.62946,13.768,0.135,2,31373.12454,100,F9
FALSE,[M+H]+1,1,776.62822,777.6355,10.466,0.095,2,31365.72292,100,F1
FALSE,[M+H]+1,1,743.61937,744.62665,11.444,0.138,3,31360.01273,100,F7
FALSE,[M-H]-1,-1,654.30787,653.3006,4.798,0.101,3,31353.93463,100,F2
FALSE,[M-H]-1,-1,899.46974,898.46246,6.752,0.082,4,31347.48846,100,F4
FALSE,[M+H]+1,1,687.6151,688.62238,12.153,0.174,3,31347.33293,100,F3
FALSE,[M-H]-1,-1,528.45277,527.4455,11.565,0.089,2,31345.13176,100,F1
FALSE,[M+H]+1,1,855.50499,856.51227,7.103,0.09,2,31344.49286,100,F8
FALSE,[M+H]+1,1,1048.91594,1049.92322,19.473,0.1,2,31341.7799,100,F8
FALSE,[M+H]+1,1,664.50475,665.51202,9.407,0.088,1,31340.97588,45.658,F7
FALSE,[M+H]+1,1,935.83269,936.83997,18.486,0.102,2,31335.65009,100,F7
FALSE,[M+H]+1,1,994.33519,995.34247,3.914,0.091,4,31332.15344,100,F8
FALSE,[M-H]-1,-1,636.48518,635.47791,3.527,0.099,2,31327.7807,100,F6
FALSE,[M+H]+1,1,980.64934,981.65662,12.113,0.092,2,31325.12152,100,F9
FALSE,[M-H]-1,-1,1470.94929,1469.94202,14.059,0.108,3,31324.61356,100,F4
FALSE,[M-H]-1,-1,753.72035,752.71307,15.673,0.123,2,31323.66641,100,F5
FALSE,[M+H]+1,1,707.5717,708.57898,10.654,0.115,2,31319.12661,100,F7
FALSE,[M+H]+1,1,707.57201,708.57928,10.596,0.095,2,31316.55395,100,F8
FALSE,[M+H]+1,1,696.49315,697.50043,7.473,0.066,3,31315.83221,100,F7
FALSE,[M+H]+1,1,1030.67327,1031.68054,15.016,0.074,2,31307.44122,100,F8
FALSE,[M-H]-1,-1,650.23439,649.22711,3.114,0.145,2,31293.07602,100,F6
FALSE,[M+H]+1,1,890.56944,891.57672,7.979,0.062,2,31287.96402,100,F8
FALSE,[M-H]-1,-1,795.7668,794.75952,16.947,0.116,2,31287.11484,100,F5
FALSE,[M+H]+1,1,777.67015,778.67743,10.471,0.116,3,31281.49888,100,F3
FALSE,[M+H]+1,1,509.38423,510.39151,3.285,0.107,3,31280.65575,100,F8
FALSE,[M+H]+1,1,755.1602,756.16748,3.934,0.104,4,31277.11319,100,F8
