Retention Time (min),Quant Ion,Polarity,Area (max),Identification,Lipid Class,Features Found,Rep1.raw (F1),Hap1_Neg_1.raw (F2)+Hap1_Pos_1.raw (F3),Hap1_Neg_3.raw (F4)+Hap1_Pos_3.raw (F5),Hap1_Neg_2.raw (F6),
3.924,259.24094,-,217455.4773,,,3,217455.4773,162152.2602,141799.6879,121876.1504,
3.934,303.23062,-,1.863614708E7,,,6,1.863614708E7,9252737.413,9206478.104,9597299.312,
3.943,385.23306,-,588198.4704,,,4,588198.4704,296072.8497,297508.9472,305778.8134,
3.949,580.35699,+,1387292.122,,,4,1387292.122,227863.2351,402012.8464,322346.653,
3.96,676.45081,+,1910526.041,,,3,1910526.041,550559.6017,1023878.556,1379317.809,
3.962,538.38916,+,240876.9885,LysoPC 19:0,LysoPC,2,240876.9885,217756.8421,182321.58,208042.1244,
3.992,256.29819,+,2618430.037,,,4,2618430.037,2223990.915,2206082.278,2127366.718,
4.095,328.35541,+,143333.4654,,,4,143333.4654,137303.3507,135059.3506,132146.7316,
4.117,372.34491,+,106997.5398,,,3,106997.5398,84947.06243,85595.06737,76450.68025,
4.156,560.36835,+,1714105.237,,,7,1714105.237,1021057.546,1038366.801,991067.7776,
4.158,676.45081,+,2053484.676,,,3,2053484.676,1034344.275,1322509.991,227958.3741,
4.191,478.31876,+,2704612.572,,,4,2641748.547,2704612.572,2512408.864,2590244.549,
4.221,602.4151,+,227678.2904,,,4,227678.2904,196589.9279,212868.3669,186591.4043,
4.279,329.24631,-,593661.4243,,,2,27230.08676,250713.5581,586568.0134,593661.4243,
4.287,279.23111,-,2431336.235,,,4,2431336.235,1156379.052,1371722.196,1245491.248,
4.4,329.24628,-,1986643.098,,,4,1986643.098,994526.0065,994943.267,967245.532,
4.483,279.23117,-,624603.48,,,3,113785.3693,624603.48,499088.3155,517507.3869,
4.502,440.3353,-,386014.2348,,,3,379642.6846,285247.2202,386014.2348,282087.8418,
4.519,342.3349,+,117581.0504,,,4,117581.0504,100661.6334,102954.3593,97441.9997,
4.539,329.24631,-,994526.0065,,,2,261613.709,994526.0065,404936.3931,366958.2819,
4.574,560.36835,+,139686.5074,,,4,139686.5074,115594.6749,130341.3044,112574.4064,
4.658,329.24643,-,1431662.897,,,5,1326325.032,1431662.897,763914.1096,753807.2469,
4.709,464.38409,+,184432.518,,,4,184432.518,158410.8913,158791.8339,152172.454,
4.745,267.23099,-,647315.0858,,,2,647315.0858,504094.398,624271.1138,444860.6596,
4.779,529.35376,+,840134.9037,,,4,840134.9037,703330.0102,698371.4119,638126.8709,
4.803,620.38727,+,348734.0163,,,4,348734.0163,176436.1936,198590.621,167684.9864,
4.837,682.35767,+,6324275.92,,,3,157824.1071,6324275.92,4750752.967,6019167.868,
4.839,637.30127,+,1.708854474E7,,,4,1.708854474E7,1.423416966E7,1.368060322E7,1.412200866E7,
4.839,724.40472,+,1049030.651,,,4,1049030.651,998642.7002,903184.2966,922651.9362,
4.84,710.38873,+,570390.8851,,,3,104717.863,570390.8851,258494.4943,424551.1161,
4.854,581.23828,+,214681.0174,,,3,214681.0174,137349.5281,193431.8684,163977.4905,
4.858,738.41968,+,184629.9193,,,2,178033.1417,135915.4658,184629.9193,157165.3088,
4.877,466.35019,-,235636.088,,,3,225218.2154,187694.7183,235636.088,164808.6194,
4.905,409.41238,+,401650.5285,,,4,401650.5285,354697.5017,356861.9896,320970.6184,
4.918,368.34955,+,242364.9442,,,4,242364.9442,223076.5327,224989.4662,199738.9394,
4.939,305.24625,-,1769866.03,,,3,1769866.03,1328046.887,1224485.021,1479198.233,
4.969,481.32855,-,719689.6534,,,4,719689.6534,367620.6842,546389.8716,407448.9819,
4.969,447.1308,-,84059.79264,,,2,84059.79264,61803.22952,28810.09462,32853.69151,
4.978,381.24081,-,223176.5993,,,4,203935.1902,223176.5993,156520.1886,133291.4057,
4.981,804.59619,+,128365.1521,,,2,74318.16854,127815.7794,128365.1521,99089.03948,
4.983,724.40472,+,1358125.083,,,4,1358125.083,1014474.859,1204952.379,929834.8725,
4.984,637.30127,+,2.068707652E7,,,4,2.068707652E7,1.435123177E7,1.647754178E7,1.363362009E7,
4.984,682.35767,+,6623336.383,,,4,642774.4976,6623336.383,6033449.631,5767104.605,
4.985,710.38873,+,542942.0258,,,4,106208.1474,542942.0258,355880.0746,401998.0282,
4.985,738.42047,+,215521.5134,,,4,215521.5134,157561.9625,186335.6298,135109.9888,
4.985,817.26923,+,76576.72482,,,3,76576.72482,57355.76129,68702.25199,55965.06848,
4.986,581.23853,+,227615.6296,,,4,227615.6296,161794.4622,192569.6669,174790.4601,
4.988,724.36908,+,108959.3751,,,3,108959.3751,60180.90552,67509.02356,55896.95652,
5.002,360.35941,+,1508479.543,,,4,1471960.287,1275142.421,1508479.543,1294165.379,
5.004,578.41534,+,231926.5803,LysoPC 22:1,LysoPC,2,231926.5803,171051.8173,187861.9115,178805.3525,
5.007,760.57373,+,204202.6063,,,4,204202.6063,145844.21,167495.658,164634.5887,
5.029,678.46698,+,1964895.464,,,4,1964895.464,514113.2236,694890.0503,593335.2587,
5.034,716.54828,+,242904.6119,,,4,242904.6119,211810.1855,230630.9754,217173.7074,
5.07,672.52264,+,295837.3629,,,4,295837.3629,188389.4252,259541.2013,234532.2645,
5.107,355.2616,-,712579.255,,,4,712579.255,443721.1989,375291.5762,448414.8807,
5.109,628.49658,+,312269.7461,,,4,312269.7461,271499.7049,261629.166,265089.0372,
5.145,584.47046,+,327598.9709,,,6,327598.9709,288978.2192,293018.1158,278293.4141,
5.146,465.30103,-,3359979.685,,,4,3359979.685,2978940.47,2408173.959,2331287.594,
5.172,552.39978,+,598780.112,LysoPC 20:0,LysoPC,8,598780.112,488961.4276,508886.1835,473406.0738,
5.177,540.44434,+,329920.6893,,,4,329920.6893,287815.1248,274175.805,275460.5519,
5.181,451.42331,+,209690.4081,,,4,209690.4081,161168.8859,153633.0076,150776.6303,
5.198,379.22455,+,113716.9813,,,4,113716.9813,98434.68888,94414.04264,93131.42734,
5.206,496.41818,+,284872.1699,,,4,284872.1699,248059.0347,216943.0195,254613.8255,
5.238,578.41534,+,409568.1463,LysoPC 22:1,LysoPC,3,409568.1463,316065.8909,340133.0429,292393.4626,
5.24,558.34991,+,162435.8075,,,4,155932.1794,138792.7976,162435.8075,135170.2398,
5.246,395.34967,+,320727.1575,,,4,320727.1575,284589.2774,288347.6295,265631.0318,
5.259,391.33957,+,112471.2424,,,4,112471.2424,82481.31625,112466.2746,90796.81789,
5.285,305.24625,-,7167717.055,,,4,7167717.055,5444289.321,4047152.986,2152165.762,
5.285,387.24881,-,412521.5265,,,4,412521.5265,318352.9251,315904.6015,113862.3332,
5.292,413.21906,-,280670.0512,,,4,280670.0512,187797.8735,249189.6767,263007.3887,
5.299,587.50311,-,120065.2064,,,2,98448.99927,110964.6586,96735.63358,120065.2064,
5.3,255.23087,-,2.445725876E7,,,4,2.445725876E7,2.081672125E7,1.386478522E7,2.05581365E7,
5.3,337.23352,-,1267338.816,,,4,1267338.816,1120230.436,814303.3865,906254.3067,
5.302,533.45135,-,244477.9698,,,4,244477.9698,190405.7675,153104.1439,133392.4175,
5.302,583.46667,-,115479.3241,,,3,115479.3241,72441.3035,46814.06807,61054.33282,
5.332,695.35358,+,240903.7123,,,2,240903.7123,138909.4472,142768.844,128039.7563,
5.337,555.37067,+,111704.9166,,,4,111704.9166,102154.3395,99477.22697,92630.74826,
5.41,502.45682,+,763929.6356,,,4,763929.6356,723103.485,692490.2757,681759.8159,
5.415,704.48352,+,858479.1332,,,4,858479.1332,339789.3855,474897.6942,378316.5247,
5.468,331.26187,-,1032457.271,,,2,124408.031,590474.0332,884934.9628,1032457.271,
5.486,478.38702,-,440274.9515,,,4,409030.0799,413522.2316,440274.9515,416132.1898,
5.489,342.37067,+,438667.5836,,,3,438667.5836,406397.496,367646.8078,378952.7944,
5.522,360.35968,+,5.447033391E7,,,4,5.447033391E7,5.224754933E7,5.201694066E7,5.325097247E7,
5.564,331.26184,-,4073595.445,,,5,4073595.445,2758347.523,2355666.335,1866703.749,
5.566,413.26425,-,166684.8482,,,4,166684.8482,120717.2595,81039.72301,78015.46888,
5.569,429.29706,+,182232.5438,,,3,174357.6275,148293.1821,182232.5438,129765.3687,
5.577,604.42987,+,207804.4898,,,4,207804.4898,150373.6036,163405.0289,145295.0287,
5.584,562.38275,+,651401.115,,,7,651401.115,350690.9328,332276.9866,340278.9352,
5.655,270.31363,+,2312813.627,,,3,2312813.627,2022629.026,1961599.824,1941033.62,
5.671,430.3866,+,121692.8627,,,3,121692.8627,83045.48792,85639.28152,57294.32404,
5.672,439.23444,-,273099.369,,,2,273099.369,174335.0924,212492.1257,207648.272,
5.675,281.24646,-,4.518837246E7,,,4,4.518837246E7,3.105690015E7,4.188167874E7,3.278764516E7,
5.677,363.24905,-,2536237.581,,,5,2536237.581,1527623.069,1463779.132,1325764.522,
5.678,613.51886,-,229318.8871,,,4,229318.8871,184126.3629,127463.5235,159666.3948,
5.683,585.48242,-,523753.6308,,,4,523753.6308,307753.7211,281287.4661,220787.5914,
5.694,583.20526,+,186164.095,,,3,74134.64416,96732.71194,186164.095,163559.487,
5.705,727.60474,-,344024.1079,,,2,70563.48119,344024.1079,35753.96439,54632.09587,
5.711,695.35358,+,222220.2293,,,3,222220.2293,206641.3332,148458.1903,109247.4453,
5.723,438.43921,+,143692.3325,,,4,143692.3325,122843.3638,115707.7877,111566.8744,
5.781,450.47568,+,667348.9329,,,4,481716.2824,667348.9329,650625.4497,427732.565,
5.82,581.46478,+,135943.4672,,,4,118681.6368,100098.7555,135943.4672,90187.26257,
5.824,678.46698,+,2039118.948,,,4,2039118.948,566442.139,795062.3393,629189.9073,
5.851,312.36014,+,407574.1479,,,4,407574.1479,242606.8844,285612.5627,257414.0682,
5.892,473.30292,-,173807.3362,,,3,169504.8719,94351.01675,136890.9813,173807.3362,
5.901,319.26193,-,408226.1125,,,4,408226.1125,320921.3211,261918.9061,250839.9476,
5.902,636.4198,+,1119886.344,,,6,1119886.344,221375.3018,369578.2019,254279.6696,
5.931,423.42816,+,656115.7846,,,4,656115.7846,597067.7885,577404.409,525510.9957,
5.936,538.42017,+,559808.444,,,4,559808.444,474682.6353,491703.7493,466764.8505,
5.949,784.5741,+,101634.8293,,,2,101634.8293,86525.68393,99123.72291,84976.04175,
5.966,400.37598,+,156462.0774,,,4,156462.0774,120976.4772,126168.0338,123522.9394,
5.978,740.54779,+,141895.4977,,,4,141895.4977,138634.0035,135808.2373,134268.7407,
6.01,696.52142,+,197701.8486,,,4,197701.8486,181400.0517,185433.4246,170498.7423,
6.024,494.35721,+,1459757.122,,,7,1459757.122,1150603.28,971936.6268,1055006.239,
6.027,704.48352,+,238484.4697,,,2,238484.4697,86120.7208,134185.8928,88923.79296,
6.043,652.49573,+,197294.7294,,,4,197294.7294,191213.1126,156202.3599,161409.0848,
6.077,650.43475,+,326078.9576,,,4,326078.9576,104988.7533,150818.7668,117135.843,
6.078,608.46973,+,145958.7027,,,4,145958.7027,123606.6261,117691.9219,119340.3048,
6.145,564.43854,+,167542.3623,,,4,167542.3623,126290.2234,141281.9426,119849.5432,
6.146,357.27744,-,555893.3777,,,4,555893.3777,431208.0097,338981.6043,306077.583,
6.148,660.42041,+,313413.2845,,,4,313413.2845,141364.7677,164965.3689,144837.5618,
6.164,307.26208,-,2980431.669,,,4,2980431.669,1447409.381,1557195.861,1449178.909,
6.206,497.32376,+,130839.2218,,,2,130839.2218,107093.432,112026.9825,101689.6366,
6.207,470.36035,+,131912.4842,,,3,5663.13362,131912.4842,110743.5174,104055.0327,
6.209,425.30243,+,653558.8396,,,4,640467.2561,643897.4426,653558.8396,612421.434,
6.21,512.40765,+,78159.82222,,,2,78159.82222,63334.22848,77916.88806,57920.07737,
6.232,269.2467,-,1201977.164,,,4,1201977.164,1013472.662,1076512.561,981336.1535,
6.249,311.34045,+,158133.3205,,,4,158133.3205,136789.8276,137988.3742,132136.2258,
6.254,351.24915,-,58355.57849,,,2,58355.57849,53678.47318,45777.61759,41761.81626,
6.357,557.38666,+,121773.9647,,,4,121773.9647,106376.0183,110723.2382,90148.59003,
6.377,268.22638,-,1419584.269,,,6,1419584.269,1315325.503,1289383.742,1271762.26,
6.377,473.27954,-,79757.68138,,,2,79757.68138,62867.36713,38648.66551,66321.82018,
6.38,695.35358,+,188030.3369,,,4,188030.3369,153123.5393,152707.7505,131022.9868,
6.382,654.32733,+,122251.7998,,,4,122251.7998,102776.4286,108088.9148,99178.50023,
6.402,468.36627,-,373953.961,,,4,373953.961,315970.9109,313340.3599,303972.0585,
6.439,457.28452,+,173363.8772,,,4,168704.2136,142437.588,160159.7398,173363.8772,
6.442,383.29315,-,98784.83167,,,4,98784.83167,75724.09547,56868.91373,55202.93695,
6.448,295.26215,-,691373.7624,,,4,691373.7624,118649.4943,501548.4223,476112.4143,
6.468,698.41339,-,436816.2939,,,4,436816.2939,161423.8355,260792.7713,218013.563,
6.506,437.40817,+,102697.0543,,,4,102697.0543,83009.04561,87139.90202,80283.30753,
6.533,425.30246,+,222539.225,,,4,215909.8199,222539.225,216620.4903,213791.3001,
6.542,298.30881,+,245348.526,,,4,245348.526,198168.0647,206076.6412,205938.7076,
6.553,700.5545,+,60626.89406,,,4,60626.89406,52610.39508,56380.02427,53254.69915,
6.572,294.24149,-,1356599.117,,,4,1356599.117,1176119.91,1126863.819,1164006.915,
6.582,368.23264,-,81980.78014,,,4,81980.78014,57591.25072,39091.01883,57118.18511,
6.585,656.52863,+,77273.65138,,,3,77273.65138,61079.19959,63482.9677,63390.85039,
6.603,333.27744,-,3519729.319,,,4,3519729.319,2610991.606,2644643.896,2593897.823,
6.604,415.27982,-,185057.6518,,,4,185057.6518,152830.3577,134624.4193,130367.6559,
6.616,612.50201,+,76617.5739,,,4,76617.5739,67483.4033,70203.43729,68454.8463,
6.625,686.4422,+,89830.76087,PE[OH] OH-31:4,PE[OH],2,65528.35022,47429.55199,89830.76087,46628.14663,
6.647,568.47559,+,77753.61762,,,4,77753.61762,69044.04352,72175.95887,69385.41796,
6.657,284.29263,+,209513.6824,,,4,181980.225,165808.6665,171736.1301,209513.6824,
6.671,437.44354,+,102391.3241,,,4,102391.3241,81471.02743,77150.5975,75787.07507,
6.678,524.4491,+,71145.13304,,,4,71145.13304,62058.51057,59001.67682,60720.79529,
6.685,706.49811,+,243500.6621,,,2,243500.6621,51116.54737,79165.13592,53724.78046,
6.687,452.45432,+,85444.18955,,,4,85444.18955,77010.92049,72978.04613,71017.03954,
6.702,901.53839,-,158584.6958,,,7,158584.6958,89844.94372,76329.05113,75311.94773,
6.706,480.42261,+,47002.65758,,,4,47002.65758,43006.14198,42840.3486,41878.46273,
6.727,388.39102,+,543026.8879,,,4,543026.8879,518950.835,468820.8372,522425.8731,
6.738,321.27744,-,102483.9799,,,4,102483.9799,80659.78113,84894.17575,83239.73189,
6.74,839.48212,-,157289.5229,,,4,157289.5229,104680.1118,72854.1502,63525.21701,
6.743,415.31863,-,102302.0091,,,2,44516.61025,102302.0091,73448.46086,88983.01956,
6.753,589.41718,+,104416.2097,,,4,79850.7506,104416.2097,80370.00829,76426.03119,
6.754,899.52429,-,106741.0848,,,4,106741.0848,56076.52567,50661.33762,50754.25983,
6.77,531.30792,-,73959.55483,,,4,73959.55483,63402.32298,47572.92027,36687.25092,
6.779,359.29266,-,109183.6548,,,2,109183.6548,89186.4257,94216.87319,91536.25625,
6.788,492.41431,+,126765.1736,,,4,126765.1736,109521.7214,109486.5313,115908.7272,
6.789,749.54755,+,204392.2915,,,3,204392.2915,96365.34357,52443.68378,99885.8639,
6.79,789.46667,-,98886.13711,,,2,85307.0953,98886.13711,55157.69126,64434.33553,
6.791,298.30832,+,64259.57263,,,2,61479.47366,50692.74946,64259.57263,62868.73488,
6.796,669.2168,+,643182.8162,,,4,643182.8162,111143.5611,125313.4817,113595.8554,
6.798,628.1908,+,5060396.418,,,4,5060396.418,627358.8734,810554.5934,754074.6521,
6.799,631.1889,+,646243.8837,,,3,646243.8837,79507.98841,96284.55205,88742.78711,
6.8,409.41241,+,72967.88173,,,4,72967.88173,64122.26782,61922.83305,64222.95934,
6.807,314.33908,+,2.27101444E7,,,4,2.209147642E7,2.242562735E7,2.192057465E7,2.27101444E7,
6.826,341.2822,-,217763.0966,,,2,217763.0966,48806.78746,194576.348,197118.1568,
6.858,789.46576,-,299292.993,,,4,299292.993,204434.7218,214723.0595,192013.2797,
6.858,747.50214,-,108492.0153,,,3,107324.4748,75713.52654,108492.0153,95378.15775,
6.859,1136.85254,+,573751.2207,,,4,573751.2207,411329.2156,569923.4766,383289.5675,
6.859,1123.6665,-,49451.24095,,,2,45291.32755,47368.66259,49451.24095,47721.58671,
6.862,415.31851,-,379569.6712,,,3,368100.1271,325824.4377,379569.6712,348203.4822,
6.862,401.34186,+,127636.275,,,3,127636.275,117196.3366,107894.2012,120788.3363,
6.865,441.24988,-,261188.9893,,,2,239359.2472,208011.5035,252066.825,261188.9893,
6.865,1171.74414,-,67530.2004,,,3,63542.08824,57970.35752,67530.2004,57718.06037,
6.867,589.51331,-,665385.97,,,4,665385.97,198524.2993,647460.3886,571698.5897,
6.869,615.53448,-,441825.0432,,,4,403634.3059,441825.0432,400469.0178,371385.6536,
6.87,365.26416,-,2793984.236,,,4,2793984.236,2525155.869,2707919.056,2555640.485,
6.871,283.26202,-,5.417985048E7,,,4,5.163152606E7,4.749590024E7,5.417985048E7,5.144747171E7,
6.873,729.6203,-,1312809.121,,,4,306442.9518,1312809.121,281152.217,279603.5846,
6.874,687.57343,-,599129.4188,,,2,140347.6317,599129.4188,161093.6368,148633.1835,
6.885,518.42957,+,84463.58713,,,3,75635.41618,74330.2791,84463.58713,73238.75663,
6.885,439.31534,+,65786.01077,,,3,65786.01077,49721.16166,40631.67615,47090.54733,
6.889,700.45026,+,288268.3207,PE[OH] OH-32:4,PE[OH],4,288268.3207,150826.5318,138469.0955,149088.728,
6.892,588.48077,+,119342.6582,,,4,119342.6582,77379.3049,72655.44762,77853.38705,
6.892,575.48547,+,61228.27674,,,2,1344.090638,61228.27674,52110.1936,56439.31421,
6.895,632.42688,+,114783.9696,,,4,114783.9696,64475.10278,71546.63658,65493.4211,
6.901,925.56372,+,142764.0481,,,3,142764.0481,123343.102,73782.15372,118801.9091,
6.919,1352.75952,-,65145.05561,,,4,45589.54121,60978.22093,65145.05561,64995.45377,
6.927,421.27011,+,879127.0547,,,4,856955.1319,844110.4331,789459.4348,879127.0547,
6.927,765.46631,-,188831.6772,,,4,188831.6772,130603.1627,130635.9154,123043.5137,
6.928,359.29266,-,454428.9163,,,4,454428.9163,354723.5164,383934.9539,353599.0487,
6.933,753.43195,-,58002.13912,,,4,49725.95312,45092.60108,58002.13912,55763.1676,
6.953,722.52844,+,247836.5088,PC[OH] OH-30:0,PC[OH],3,247836.5088,163002.4001,84901.6105,207678.8132,
6.955,1194.8938,+,371999.2946,,,4,371999.2946,298954.7534,313823.0728,297383.2705,
6.962,1029.50195,-,309041.7653,,,4,309041.7653,284135.0045,197667.4302,195286.2238,
6.962,1105.48499,-,118084.5583,,,4,118084.5583,75550.75703,96847.44845,84987.37012,
6.963,413.26282,+,9331589.692,,,4,9331589.692,7709602.473,8493742.194,7442231.225,
6.963,571.25067,+,79371.61776,,,2,75216.16287,79371.61776,58476.76784,76694.19137,
6.965,436.3382,+,1094580.701,,,3,37256.82043,1094580.701,858923.1607,885763.8191,
6.965,1111.50195,-,89531.39427,,,4,89531.39427,85471.41489,78666.33338,70933.54674,
6.967,865.49695,-,3.784990251E7,PG 22:6_22:6,PG,7,3.784990251E7,3.189970792E7,3.331191615E7,3.121810988E7,
6.983,641.54901,-,112891.0082,,,4,112891.0082,81632.76703,101141.7519,97476.86701,
6.985,309.27734,-,8059386.548,,,4,8059386.548,6587246.475,7333410.593,6968177.707,
6.986,755.63574,-,299044.1063,,,3,66736.06477,299044.1063,56025.06564,62262.55807,
6.987,705.5144,-,199899.2911,,,3,192715.1942,186727.3658,199899.2911,199543.6414,
6.989,925.56268,+,287296.8608,,,3,124572.5577,275473.7815,287296.8608,250335.6584,
6.989,954.61548,+,101003.2046,,,4,77468.28888,84483.00701,62017.79248,101003.2046,
6.991,385.27063,+,1.261957956E7,,,4,1.261957956E7,1.092772109E7,1.096851636E7,4534902.252,
6.999,684.43188,+,597935.5771,,,2,597935.5771,6718.737958,69460.69296,16732.2004,
7.0,905.56812,+,80811.25151,,,2,80811.25151,73759.30556,73372.6479,54889.22495,
7.004,720.5119,+,503387.0155,PC[OH] OH-30:1,PC[OH],3,350500.498,503387.0155,262162.9061,194285.6232,
7.01,822.55927,+,231630.452,PC[OH] OH-38:6,PC[OH],4,231630.452,169263.3457,206810.2971,199102.408,
7.014,764.4798,+,65427.33622,,,2,48182.10231,43898.33446,47420.49957,65427.33622,
7.016,1151.69678,+,372016.6824,,,7,372016.6824,181872.3163,161241.72,208741.6005,
7.02,647.50787,+,1168669.608,SM d30:1,SM,4,1168669.608,940582.4103,969788.871,1012392.84,
7.021,680.44592,-,95170.70555,,,3,95170.70555,38410.85903,53392.39471,41590.34312,
7.023,625.5144,+,52150.99508,,,2,52150.99508,46747.43236,42843.28698,41809.55382,
7.025,791.48193,-,2749651.561,PG 16:1_22:6,PG,9,2749651.561,1525344.94,2071300.641,1936156.783,
7.026,385.30823,-,241543.3165,,,4,241543.3165,199547.7773,234150.8346,219673.4371,
7.032,632.42688,+,94848.26519,,,2,94848.26519,42411.98859,60558.72172,38303.11455,
7.036,774.52161,+,385296.0958,,,4,385296.0958,81253.41029,177071.049,94187.75181,
7.036,311.25528,+,320903.4503,,,4,83900.39789,252705.743,260873.7449,320903.4503,
7.039,562.34631,+,310131.4325,,,4,310131.4325,92242.44672,162230.2135,115805.1516,
7.041,692.48151,+,2373734.858,PC[OH] OH-28:1,PC[OH],5,2373734.858,996390.3279,1282758.597,943077.8164,
7.058,929.54462,+,1414764.911,,,8,1414764.911,277263.4576,464390.4139,454711.2696,
7.07,478.50598,+,138549.6589,,,4,90685.80498,138549.6589,120580.0136,119159.9254,
7.07,341.28204,-,134220.7852,,,3,134220.7852,90472.75298,114046.01,120808.2456,
7.079,415.31848,-,237122.5987,,,4,232472.2834,202167.8971,211134.5092,237122.5987,
7.082,674.47101,+,241044.2411,PC 28:2,PC,3,233497.1716,148070.6631,241044.2411,142517.9603,
7.086,748.54315,+,1244157.925,PC[OH] OH-32:1,PC[OH],3,1098315.872,1149086.619,1244157.925,1186644.216,
7.086,424.37643,-,90521.15302,,,4,90521.15302,70314.70554,75923.92398,79184.3584,
7.089,867.51276,-,1914897.568,PG 22:6_22:5,PG,2,648511.561,605209.4183,1914897.568,1882286.158,
7.09,585.31799,-,256988.4521,,,7,256988.4521,161442.9024,168712.3307,167138.4961,
7.091,841.49701,-,8290345.3,PG 20:4_22:6,PG,9,8290345.3,5003792.835,4406664.905,5087648.304,
7.091,607.41724,-,666519.4389,,,4,666519.4389,596282.8123,619177.4941,612517.9379,
7.092,466.46994,+,1324824.955,,,4,1324824.955,1122088.325,1105786.859,1181409.305,
7.094,361.27094,+,918375.5011,,,4,918375.5011,718676.9522,745162.2103,809966.2605,
7.096,836.56067,-,109679.1984,,,4,109679.1984,60384.05242,66670.45922,65734.34849,
7.099,645.38556,+,90668.75292,,,3,90668.75292,68457.9541,68474.51437,67981.72676,
7.101,856.56531,-,108328.4933,,,4,99871.51777,77904.77441,91171.33097,108328.4933,
7.108,899.52429,-,401731.698,,,6,401731.698,102857.2786,166613.6975,146428.5868,
7.108,1036.76489,+,190532.5128,,,3,141996.31,133535.2253,190532.5128,143202.6546,
7.115,266.2818,+,517072.3998,,,4,504190.45,517072.3998,474941.8667,456526.3483,
7.115,903.55341,-,323224.5919,,,5,323224.5919,128024.4635,174407.5252,172978.5933,
7.116,718.49719,+,638669.6768,PC[OH] OH-30:2,PC[OH],4,638669.6768,327607.9489,389908.7617,371346.3147,
7.116,931.5274,-,203114.8759,,,3,203114.8759,58571.75817,53777.32244,43360.78473,
7.121,574.43414,+,240302.5899,,,4,240302.5899,221222.5367,234595.525,233890.4334,
7.121,417.25214,+,224378.2865,,,4,224378.2865,184283.5377,194702.3655,191285.923,
7.122,473.31451,+,3917913.657,,,4,3917913.657,3207984.731,3265057.922,3430718.631,
7.122,546.40289,+,272048.6559,,,4,87399.60476,241590.1873,272048.6559,170866.8311,
7.123,560.4187,+,1183403.052,,,4,1146268.339,1088684.61,1073455.589,1183403.052,
7.123,786.6474,+,79858.72656,,,4,79858.72656,58635.37532,58235.45702,61907.13799,
7.124,518.3717,+,890055.5543,,,3,33318.31695,890055.5543,653027.9247,778640.9226,
7.127,489.29581,+,213089.4183,,,3,211052.0856,213089.4183,197779.4325,207924.6144,
