Retention Time (min),Quant Ion,Polarity,Area (max),Identification,Lipid Class,Features Found,Yeast_PS.raw (F1),JAS_Blank_Neg.raw (F2),JAS_Blank_Pos.raw (F3),Yeast_Neg_1.raw (F4)+Yeast_Pos_1.raw (F7),Yeast_Neg_2.raw (F5)+Yeast_Pos_2.raw (F8),Yeast_Neg_3.raw (F6)+Yeast_Pos_3.raw (F9),
12.431,641.53497,-,109636.1072,,,4,73674.54965,620.0972282,0.0,109636.1072,99666.11226,103330.1505,
12.433,508.54465,+,61063.14911,,,4,61063.14911,0.0,10184.5611,52013.35685,52233.60532,51883.79227,
12.434,851.76898,-,27409.50182,,,4,23702.9494,646.2066538,0.0,27353.80619,27064.41932,27409.50182,
12.438,466.5343,+,37415.94074,,,4,37415.94074,0.0,352.4307854,32763.78616,30559.1387,32228.57739,
12.44,759.44427,+,94334.01691,,,2,8194.533417,0.0,373.5582217,94334.01691,28298.05026,24615.01617,
12.441,879.80017,-,20556.81069,,,3,20090.21735,651.6873906,0.0,18277.89652,19979.27722,20556.81069,
12.443,701.52985,+,1288320.223,,,4,1288320.223,0.0,6766.26976,1008559.223,1039911.58,988270.7152,
12.444,619.52649,+,1.87112882E7,,,5,1.87112882E7,0.0,137395.5452,1.682792236E7,1.731707732E7,1.647013959E7,
12.445,917.47443,+,35298.59784,,,4,28373.48523,0.0,422.2156106,32854.57539,32765.63352,35298.59784,
12.448,745.55609,+,31654.85624,,,2,31654.85624,0.0,945.5613826,23356.00187,27108.61677,18669.28486,
12.449,795.43707,+,55389.71329,,,2,29165.30465,0.0,417.740066,55389.71329,23457.29652,40060.26584,
12.451,777.51599,+,901386.5241,,,4,899960.773,0.0,5748.78328,848266.7739,901386.5241,814585.9375,
12.464,1114.35388,+,131654.0463,,,4,131654.0463,0.0,23183.67316,111839.5475,125397.1448,115861.2139,
12.465,1155.38,+,239200.1947,,,5,239200.1947,0.0,45103.54612,205214.0979,219841.7105,221298.5258,
12.468,596.63434,+,40835.17933,,,4,39515.13603,0.0,406.4650717,39618.76038,40835.17933,39075.44174,
12.472,859.51886,+,201056.9309,,,4,201056.9309,0.0,1797.624396,158449.6457,196915.2715,159513.0037,
12.51,870.69275,+,23498.12218,,,2,22978.35721,0.0,639.4834738,21572.36012,23498.12218,21768.767,
12.514,614.57159,+,835767.066,DG 16:0_18:0,DG,4,835767.066,0.0,2129.530196,190043.6757,195155.0046,189347.7383,
12.529,853.50281,+,29433.69496,,,4,29433.69496,0.0,248.4701794,26067.97758,25068.93822,24363.72045,
12.553,727.54523,+,172199.1098,,,4,172199.1098,0.0,3763.351462,138450.6805,140111.7093,126409.3016,
12.554,757.66608,+,161273.9825,,,4,161273.9825,0.0,1206.214459,132028.905,143643.4626,141409.4879,
12.556,645.54242,+,4836722.512,,,4,4836722.512,0.0,29657.97921,4300407.909,4501820.95,3855361.257,
12.559,721.59454,+,1744250.15,,,4,1744250.15,0.0,4192.985847,1512805.418,1552069.276,1554095.133,
12.559,803.5318,+,126356.0826,,,4,123718.6076,0.0,711.1888449,126356.0826,125947.9289,117027.4842,
12.56,885.534,+,31789.68817,,,4,26862.06434,0.0,320.4069343,27242.34887,31789.68817,25562.45912,
12.586,743.60382,-,88349.29128,,,4,45601.2707,1240.31484,0.0,88349.29128,72815.28231,81528.45739,
12.593,522.59668,+,909655.7045,,,4,909655.7045,0.0,32829.25075,770023.7818,813932.2255,773007.4234,
12.595,622.65063,+,56714.89453,,,2,56714.89453,0.0,383.2976028,36548.31249,54882.88139,40163.92787,
12.597,411.3251,+,30861.37779,,,4,30861.37779,0.0,301.871129,22317.17966,20279.17822,20063.14875,
12.602,751.63452,+,41016.92001,,,4,41016.92001,0.0,219.080559,27380.61421,27912.25625,28901.96055,
12.608,715.56335,+,327964.5529,,,4,327964.5529,0.0,349.5450111,296218.0049,299831.7243,310696.3403,
12.63,550.59247,+,522414.7242,,,4,522414.7242,0.0,751.3026107,463304.8767,477399.4166,480908.5906,
12.632,975.68811,-,20701.05833,,,2,16275.93406,785.6907472,0.0,20701.05833,20323.87068,17610.28934,
12.637,723.60413,+,218998.3262,,,3,217455.1988,0.0,3565.342777,178180.2931,180821.9972,218998.3262,
12.652,712.64526,-,297622.9153,,,7,236042.0075,17948.92275,5574.369457,297622.9153,272925.5494,258829.7632,
12.659,775.64111,-,14787.69231,,,2,9790.354851,606.4722756,0.0,14733.39401,14787.69231,12980.59454,
12.666,815.70087,+,210358.7917,SM d42:1,SM,4,210358.7917,0.0,9296.951035,199513.4838,204839.7887,196661.6838,
12.688,862.6535,-,26766.3518,,,3,14907.3834,655.3547305,0.0,24306.19589,26766.3518,23969.29607,
12.712,708.61481,+,212836.6705,,,4,212836.6705,0.0,1533.582623,158649.3161,153531.9726,161261.0734,
12.713,749.6413,+,31401.15242,,,2,31401.15242,0.0,214.9894667,16459.67842,16772.23961,16431.24757,
12.766,682.57684,+,141919.0301,,,4,141919.0301,0.0,232.4883494,87743.50035,85411.57702,83574.23056,
12.778,630.61926,+,21935.8617,Cer[NS] d18:1_24:1,Cer[NS],6,16209.89951,0.0,254.2302793,21629.57944,20468.65256,21935.8617,
12.815,1289.85291,-,140018.1633,,,4,129908.7922,720.7266769,0.0,135403.2142,140018.1633,130691.4633,
12.819,493.42575,+,23984.07184,,,4,23984.07184,0.0,328.6340018,22548.47488,22697.43289,22440.04377,
12.86,877.76135,+,46282.15852,,,4,38004.46674,0.0,584.7613091,37634.49101,37045.25439,46282.15852,
12.862,841.68903,+,107262.6715,,,4,106084.7237,0.0,2508.817158,98329.11773,107262.6715,103746.5332,
12.864,829.65393,+,61965.27773,,,4,54487.38398,0.0,1254.678231,52690.59849,61965.27773,55423.68124,
12.869,905.71399,+,75639.23831,,,4,62811.38444,0.0,1042.347979,61461.37782,68195.3976,75639.23831,
12.87,839.71057,+,45036.43697,,,4,43386.20527,0.0,452.6683671,44482.73753,33878.11269,45036.43697,
12.875,803.63812,+,62584.45167,,,4,62584.45167,0.0,1089.752371,61117.41732,59320.64836,58665.61236,
12.88,656.57526,-,61491.69806,,,4,21102.01924,4035.804739,0.0,55098.01243,61491.69806,61321.94087,
12.883,777.62268,+,182381.6536,,,4,182381.6536,0.0,1395.252125,171235.612,168294.5767,166370.9267,
12.904,713.59302,-,26953.30099,,,3,11692.37831,739.5198886,0.0,26953.30099,23991.60271,23628.16839,
12.906,727.60864,-,239207.0739,,,4,157016.3711,762.2403593,0.0,239207.0739,237462.3399,218909.0661,
12.924,415.34128,+,20071.81949,,,4,20071.81949,0.0,1407.005962,17068.31433,16525.81564,16214.3012,
12.925,721.59454,+,308310.4847,,,4,308310.4847,0.0,1407.776967,284103.5874,281443.1098,251935.7206,
12.931,538.59198,+,1026683.586,,,4,1026683.586,0.0,3430.437083,883597.6173,887025.7735,908638.2396,
12.957,842.6178,-,84012.28321,,,2,84012.28321,3465.722302,0.0,12426.12033,19385.39012,11394.64442,
12.96,667.56683,-,67127.74224,,,2,55553.07421,1123.9001,0.0,66478.52616,67127.74224,65846.49621,
12.965,718.61127,-,289400.5911,,,5,121477.2317,62561.61346,0.0,265785.5525,279394.5181,289400.5911,
12.99,633.54279,+,271623.5904,,,4,269071.496,0.0,16114.77811,263008.4736,271623.5904,250608.0619,
13.046,717.58044,+,149426.8252,,,4,149426.8252,0.0,703.5393745,139716.5823,147590.3272,143375.0706,
13.132,480.55072,+,603910.501,,,4,603910.501,0.0,1440.098494,516511.2538,517975.2312,532852.9419,
13.171,840.65308,-,43118.69723,,,4,20749.66033,636.9107537,0.0,43118.69723,38903.91124,38513.43672,
13.172,789.65576,-,227332.8311,,,4,172843.8358,870.3773416,0.0,187489.6895,227332.8311,218746.9567,
13.173,772.66626,-,45841.73149,,,4,17331.4037,624.0412794,0.0,45841.73149,40294.17043,40979.60931,
13.174,810.69299,-,116588.3988,,,4,45656.9182,628.2527212,0.0,116588.3988,108404.6211,106975.6955,
13.176,726.66077,-,3036376.116,,,8,2578006.868,39235.0056,6372.859442,3036376.116,2901680.231,2693694.045,
13.176,886.64276,-,429406.3202,,,3,429406.3202,650.5442892,0.0,93649.63168,76423.63271,65481.16369,
13.191,622.65063,+,55598.78376,,,4,55598.78376,0.0,324.5196424,50499.17959,52676.90427,53375.35495,
13.201,1188.375,+,68516.10713,,,4,68516.10713,0.0,16600.49587,54443.62839,56998.60916,57325.08056,
13.204,733.61426,+,36711.3908,,,4,33371.66463,0.0,198.4434897,36711.3908,35126.06151,33222.75548,
13.221,725.62079,+,73684.02469,,,4,73684.02469,0.0,235.3846578,54617.4776,61325.6483,66458.69009,
13.222,721.59454,+,33110.07482,,,4,33110.07482,0.0,602.8252881,28599.62657,30756.00696,29259.30109,
13.227,684.59399,+,55049.56436,,,4,55049.56436,0.0,212.5560599,37134.78931,36978.58526,37556.73348,
13.271,669.52063,+,345290.4005,,,4,345290.4005,0.0,1709.213228,288582.2847,269955.9418,336898.54,
13.315,712.74548,+,69155.04291,,,4,64846.98586,0.0,288.3658597,60922.50823,59634.4467,69155.04291,
13.346,705.59277,+,124075.9067,,,4,124075.9067,0.0,387.484355,56991.01766,94202.89961,58588.49042,
13.35,719.58002,+,110742.0025,,,4,102220.2946,0.0,335.0120465,110742.0025,94712.47837,94121.8457,
13.357,669.52094,+,235450.3918,,,2,235450.3918,0.0,309.231553,160713.9808,170944.2784,229437.3458,
13.367,412.45078,+,66246.98003,,,4,66246.98003,0.0,3887.876494,45258.16505,45526.96056,42985.88101,
13.376,969.7265,+,38695.05293,,,4,36954.57549,0.0,509.4281974,38555.64491,15120.40473,38695.05293,
13.387,582.58124,+,1047564.987,,,4,1047564.987,0.0,629.5829684,947416.7498,941955.8878,847686.9714,
13.389,675.55109,+,37211.24065,,,4,37211.24065,0.0,3617.974177,35673.34522,37190.8481,26260.06461,
13.424,727.59912,+,47683.45848,,,3,40806.70621,0.0,1028.731344,42909.91931,40021.79952,47683.45848,
13.425,677.5863,+,33646.79404,,,4,33646.79404,0.0,208.6363541,28052.18965,23360.65369,23078.66247,
13.431,791.61652,+,49023.00196,,,2,35244.86157,0.0,473.1358566,14461.44651,41720.65046,49023.00196,
13.452,739.59894,+,78034.70721,,,3,78034.70721,0.0,199.7671178,54814.66254,49569.49137,47764.38517,
13.454,669.72211,+,795954.1548,,,4,702289.6622,0.0,673.9728009,513778.4281,636594.4565,795954.1548,
13.457,683.73785,+,1722670.369,,,4,1343670.942,0.0,2420.376087,1301637.815,1426550.229,1722670.369,
13.468,552.60693,+,9.022131048E7,,,5,9.022131048E7,0.0,223414.192,8.138759838E7,8.382426314E7,7.779621905E7,
13.47,697.74976,+,66777.06741,,,2,39875.50374,0.0,364.0776998,32067.56294,34878.96829,66777.06741,
13.478,669.56647,-,285165.1584,,,4,174116.5132,1209.99273,0.0,285165.1584,275656.7578,213381.3684,
13.483,780.6825,-,17606.89385,,,2,6460.224042,2060.497196,0.0,15782.84705,15184.55738,17606.89385,
13.484,696.64917,-,654707.17,,,9,654707.17,53111.37882,67968.80207,584791.5371,523322.9507,491966.2128,
13.485,742.65546,-,35421.74262,,,2,17553.98784,3917.547467,0.0,35421.74262,31398.36592,29351.33731,
13.489,852.74066,+,74820.82386,,,4,74820.82386,0.0,1528.959544,59563.96349,44801.79425,60029.71087,
13.499,907.83112,-,32494.37636,,,4,20452.69823,947.0794251,0.0,32494.37636,28293.12812,31387.95253,
13.503,536.57581,+,115887.1233,,,5,115887.1233,0.0,31298.25338,112685.4486,104949.8402,94480.52129,
13.508,879.80115,-,42124.36922,,,4,34196.24862,1131.395163,0.0,36138.34142,39770.65495,42124.36922,
13.523,670.61261,+,169699.743,,,4,169699.743,0.0,227.7848283,78618.81919,70619.80142,62439.09413,
13.534,907.73383,+,111724.2592,,,8,103973.0734,0.0,216.4232433,99192.84992,111724.2592,101085.9715,
13.538,729.56055,+,1777530.343,,,4,1777530.343,0.0,12243.65176,1328366.643,1508834.412,1232660.028,
13.541,805.54645,+,1284247.155,,,5,1284247.155,0.0,11222.92236,1213158.839,1172182.235,942973.067,
13.541,866.70642,+,185262.0211,,,8,185262.0211,0.0,1618.844716,157740.3892,171687.3405,150942.1974,
13.544,1037.83386,+,56984.73446,,,4,52056.70725,0.0,5966.823357,54724.60322,56984.73446,50297.66944,
13.545,782.58136,+,86286.32057,,,3,86286.32057,0.0,303.3803332,32678.83841,76354.16604,44904.25252,
13.546,887.54919,+,303924.0548,,,4,279272.3352,0.0,2443.980796,303924.0548,295581.4792,180465.8884,
13.549,773.58795,+,28762.83618,,,3,27202.23691,0.0,936.7847597,28762.83618,28345.7713,20409.83174,
13.55,642.6026,+,4326298.557,DG 18:0_18:0,DG,4,4326298.557,0.0,3291.199729,1731267.345,1760536.14,1360463.478,
13.552,963.53351,+,61679.19977,,,3,35205.02064,0.0,583.2446414,61679.19977,43342.30744,41479.51461,
13.553,624.66528,+,45761.73923,,,4,45761.73923,0.0,346.9084712,37966.37061,39807.69856,37749.0619,
13.554,929.53375,+,43931.15974,,,2,22829.06986,0.0,303.2068236,43931.15974,34858.96907,28872.98366,
13.594,1317.88342,-,104326.625,,,4,91114.08202,924.4296658,0.0,102254.5745,104326.625,95075.76385,
13.595,673.57269,+,36343.03713,,,3,32809.11931,0.0,5274.627092,36343.03713,35024.7147,35728.97458,
13.607,493.42621,+,22938.63057,,,3,18416.39079,0.0,361.5960997,20544.50926,22938.63057,18052.32341,
13.62,693.58112,-,27917.50211,,,4,20958.33805,851.8124179,0.0,27917.50211,26333.37972,27773.51087,
13.627,1343.89893,-,160246.1056,CL 16:1_16:1_16:1_16:1,CL,4,149182.6023,880.5594471,0.0,160246.1056,156792.1007,150956.94,
13.628,1365.88062,-,40856.78607,,,4,36069.43472,875.4080817,0.0,39616.53147,40856.78607,37928.47819,
13.642,1012.71802,-,24911.49846,,,4,23017.5821,912.7374318,0.0,24911.49846,24255.0483,20620.33243,
13.643,887.63373,+,15786.66681,,,2,11756.48522,0.0,2267.743242,15756.57696,15786.66681,13401.67302,
13.65,521.45502,+,26118.31902,,,4,21930.63955,0.0,1719.365823,26118.31902,24088.41628,25348.90463,
13.654,439.37665,+,26544.68953,,,4,19455.09786,0.0,3941.279577,26431.85603,26544.68953,24199.52308,
13.659,751.65527,+,98976.79808,,,4,98976.79808,0.0,989.5199858,51663.72089,55467.91808,51817.14702,
13.664,739.65826,+,36590.06054,,,2,31696.04064,0.0,714.1967682,25426.15618,36590.06054,35609.77694,
13.665,703.56384,+,19845.1626,,,4,18802.996,0.0,1112.561536,16015.75714,19845.1626,19219.19888,
13.667,710.62885,+,817595.5912,TG 10:0_14:0_16:1,TG,8,817595.5912,0.0,18273.75332,681014.017,687264.8021,618732.3921,
13.669,777.67072,+,395456.2603,,,4,395456.2603,0.0,1120.739918,257233.1538,259078.4442,242681.6915,
13.672,465.39319,+,120396.7492,,,4,91589.02228,0.0,1129.288464,120396.7492,117989.6936,105977.7197,
13.68,736.64447,+,2109783.545,,,4,2109783.545,0.0,3672.745641,1778765.554,1790857.657,1633379.264,
13.688,547.47131,+,303019.0371,,,2,250065.4105,0.0,2851.56339,298046.0695,303019.0371,287033.6668,
13.72,969.72864,+,29666.87088,,,2,24890.79595,0.0,1496.176264,26096.04868,29666.87088,26222.85185,
13.746,883.6991,+,1498434.035,,,4,1498434.035,0.0,3063.835877,1476445.33,1449663.963,1346532.539,
13.746,919.77026,+,1268695.118,,,4,1268695.118,0.0,1507.124799,1195640.606,1242492.175,1224615.057,
13.748,857.68384,+,130588.5401,,,4,120663.0426,0.0,2055.065113,130588.5401,126587.0309,126538.9576,
13.764,869.71942,+,190737.3568,,,4,182863.6575,0.0,6667.329033,190737.3568,182689.2303,160725.1525,
13.765,905.79156,+,64671.48185,,,2,64671.48185,0.0,1354.600473,52832.70111,44352.48054,43467.50159,
13.775,671.5368,+,142505.1578,,,4,142505.1578,0.0,1407.832358,131626.8785,135471.8593,123960.4303,
13.777,707.60822,+,54081.34524,,,4,54081.34524,0.0,1444.046984,33380.87584,39169.49826,34923.84995,
13.798,867.74164,+,56611.97931,,,4,56611.97931,0.0,815.2940066,52596.898,54458.20871,53691.38868,
13.816,751.6333,+,96757.2181,,,4,96757.2181,0.0,519.3190737,77637.94399,77382.08933,84390.38396,
13.818,710.60205,+,41684.33413,,,4,41684.33413,0.0,392.5166819,29334.35974,27914.12245,27154.34982,
13.822,772.65826,-,178028.7594,,,2,97432.28425,40022.085,0.0,23169.23635,178028.7594,135916.7443,
13.831,494.56567,+,107679.2978,,,4,107679.2978,0.0,614.9115768,91807.74161,98636.617,92348.14516,
13.861,726.76019,+,26806.01541,,,4,25407.64401,0.0,332.4646124,22432.79282,23276.05322,26806.01541,
13.88,853.68341,+,62330.60541,,,4,62330.60541,0.0,6164.422989,43184.03492,43640.66791,43510.69385,
13.885,817.61096,+,90808.49839,,,4,90808.49839,0.0,10520.08381,85316.16448,87072.72377,85863.65198,
13.901,953.77124,+,28851.75948,,,4,28851.75948,0.0,276.4071529,25501.65055,27111.4137,26093.66671,
13.903,711.62531,-,30684.17641,,,3,14225.65463,2162.51291,0.0,28920.68557,30684.17641,26976.26057,
13.904,997.79742,+,22819.52331,,,2,22819.52331,0.0,247.482363,19626.31153,19854.33321,19839.19029,
13.911,596.59821,+,385017.5006,,,4,385017.5006,0.0,19802.13842,351348.3367,363670.3442,340097.5324,
13.918,694.63507,-,41057.93048,,,3,17499.50379,12706.60979,0.0,33119.95357,30816.59384,41057.93048,
13.92,672.62732,+,145295.3278,Cer[NS] d18:1_24:0,Cer[NS],12,145295.3278,3516.085733,25694.23589,87830.39411,89044.63797,78409.16556,
13.92,708.69855,+,27230.97691,,,4,27230.97691,0.0,5404.188846,21697.81006,22553.40302,21000.87181,
13.922,741.61462,+,46174.21191,,,4,46174.21191,0.0,319.9070448,29459.75208,32021.68646,31591.08923,
13.925,721.5166,+,98169.45905,,,4,98169.45905,0.0,16280.30837,84585.44046,80147.05859,85742.23388,
13.986,852.68951,-,81683.05422,,,4,64101.63463,732.7740109,0.0,80795.77924,81683.05422,71228.46374,
13.987,800.69678,-,23565.14532,,,3,10548.0934,730.1910583,0.0,23153.66107,23565.14532,21598.90458,
13.99,824.65894,-,57808.30184,,,4,25589.04013,720.5928997,0.0,56266.74302,55951.25351,57808.30184,
13.991,870.64771,-,837825.7262,,,3,837825.7262,4631.412884,0.0,175505.0417,142913.0939,141932.023,
13.992,773.66052,-,452935.9855,,,4,320037.9542,44391.32082,0.0,452935.9855,448332.465,406625.2982,
13.992,794.69757,-,193521.53,,,4,81989.84144,30279.15985,0.0,193521.53,191642.0802,189353.5922,
13.992,756.67047,-,190624.214,,,4,83299.16586,6938.343588,0.0,190624.214,171807.3911,166927.4147,
13.993,710.66565,-,3130741.435,,,9,3130741.435,88070.52462,115661.2467,2787298.993,2875438.242,2680445.733,
13.994,714.68872,+,95429.43595,,,2,95429.43595,0.0,7317.90004,86957.5024,89281.14263,81442.15582,
13.995,770.73535,+,18666.75342,,,3,18666.75342,0.0,691.0444394,16121.9541,16890.69778,14883.06091,
14.014,937.7403,+,30870.7621,,,4,30870.7621,0.0,2459.244781,27644.01644,29463.61333,29725.87079,
14.043,661.57281,+,60487.05036,,,4,57973.19115,0.0,7675.018462,56163.29099,60487.05036,54832.95792,
14.063,703.56317,+,16597.41379,,,4,16597.41379,0.0,201.5065711,15939.97233,15502.13007,15254.89171,
14.065,566.62445,+,423782.3804,,,4,423782.3804,0.0,2470.818123,360174.5001,367072.2427,381275.0711,
14.128,944.73114,-,47610.7218,,,4,43218.1854,989.046391,0.0,47610.7218,45095.35719,43032.67274,
14.135,887.73126,+,41939.64679,,,4,41939.64679,0.0,2646.556915,40470.3,41067.92255,40229.86233,
14.161,724.64716,+,53878.77494,,,4,53878.77494,0.0,13044.07126,43979.82815,44101.28042,47010.41795,
14.163,750.66284,+,25332.58759,,,4,25332.58759,0.0,5741.314721,22128.1781,23087.34683,22414.88748,
14.17,790.6701,-,27487.35413,,,3,18466.24861,829.225161,0.0,17564.50082,26036.35658,27487.35413,
14.257,426.46713,+,115570.1704,,,4,115570.1704,0.0,7920.210257,77996.14846,82014.04856,78560.97738,
14.263,715.56458,+,33215.13915,,,4,33215.13915,0.0,228.6616518,31094.38483,30957.91641,31173.12033,
14.275,753.65076,+,55388.17925,,,4,55388.17925,0.0,271.217842,32848.94626,42489.65206,27946.90675,
14.278,712.62457,+,26010.1668,,,2,26010.1668,0.0,242.9240934,16282.0344,18032.85852,17928.03758,
14.31,697.55334,+,119324.5453,,,4,79778.3577,0.0,415.56702,119324.5453,112020.3612,84237.13761,
14.355,1345.91528,-,35332.54069,,,4,33458.68414,861.9839472,0.0,33706.79117,35332.54069,31159.05374,
14.372,730.64789,-,299923.3657,,,4,127086.2405,46735.64399,0.0,264412.1175,289817.9588,299923.3657,
14.374,854.65375,-,136834.8632,,,2,136834.8632,4107.501189,0.0,21292.08057,15866.58989,17554.20454,
14.374,740.6767,-,48340.1472,,,4,19099.88488,13288.04852,0.0,48340.1472,44384.22628,44604.38711,
14.377,1371.93054,-,261703.5598,,,4,248550.4608,825.6826943,0.0,249178.0861,261703.5598,248570.0082,
14.382,697.55457,+,101004.9275,,,3,62467.83161,0.0,1541.048784,101004.9275,92838.70342,66135.91395,
14.386,547.47131,+,60927.7409,,,2,60386.59729,0.0,1310.633145,48957.22269,51872.25761,60927.7409,
14.398,733.62457,+,39210.96178,,,4,39210.96178,0.0,1347.43434,24036.26223,19642.90666,31193.77348,
14.428,899.69507,+,267032.9517,,,5,37928.19282,0.0,1242.659614,267032.9517,86746.82508,130464.6538,
14.429,740.77582,+,127870.8492,,,4,115805.3051,0.0,1324.540453,105867.9645,116032.556,127870.8492,
14.435,703.58496,+,141160.3949,,,4,132420.2803,0.0,1046.527573,93302.20068,114764.6838,141160.3949,
14.472,873.67902,+,103758.8715,,,5,103758.8715,0.0,2659.933942,63940.96695,58767.82223,76406.80735,
14.473,935.76489,+,92194.28884,,,5,91701.27744,0.0,1196.550139,89999.44771,52312.12206,92194.28884,
14.477,909.74933,+,61917.55403,,,3,61917.55403,0.0,1802.004244,31801.83877,45837.76297,31399.79594,
14.485,724.68182,-,218894.2132,,,9,218894.2132,46951.27273,68845.60829,186236.5114,183103.4865,163275.1105,
14.496,955.70465,+,79096.21945,,,4,79096.21945,0.0,1674.390793,58174.04648,73376.1577,52396.47253,
14.501,919.63287,+,46071.59717,,,4,46071.59717,0.0,1554.469856,40396.01633,43993.28215,35077.52566,
14.513,767.62976,+,42762.21411,,,4,42762.21411,0.0,4971.302794,35351.6084,32658.05916,33310.65828,
14.513,916.67114,+,34393.9594,,,2,11140.5125,0.0,714.6322768,34393.9594,15490.48923,25908.3944,
14.524,508.58121,+,4183655.827,,,4,4183655.827,0.0,11049.8663,3663969.447,3728274.241,3645662.635,
14.533,675.58929,+,546612.8168,,,5,501534.82,0.0,18928.34746,546612.8168,480518.722,458914.6618,
14.534,868.72296,+,109174.5111,,,3,89051.39211,0.0,7310.746873,109174.5111,69002.80498,65166.01635,
14.538,833.57928,+,21302.02494,,,3,20552.30366,0.0,861.0627547,21302.02494,17842.07223,16214.79617,
14.541,757.59265,+,21633.6912,,,2,21633.6912,0.0,798.8054774,21363.97366,19157.88128,15752.38439,
14.545,894.73834,+,92266.40936,,,4,92266.40936,0.0,4709.157382,86730.91336,77961.62004,78214.52354,
14.57,701.60431,+,26969.29725,,,4,26969.29725,0.0,7502.212101,25963.7364,17506.76872,26163.54904,
14.581,957.71991,+,129394.9166,,,4,96382.04084,0.0,231.5065056,129394.9166,87154.98727,95789.23981,
14.583,916.69531,+,29253.95165,,,3,29253.95165,0.0,189.2231228,21106.3539,16941.89985,16181.65258,
14.598,755.62982,+,49918.40928,,,3,47520.47636,0.0,881.3979199,26206.31612,28594.37061,49918.40928,
14.61,580.63837,+,2.793016118E7,,,5,2.793016118E7,0.0,52627.40738,2.476877593E7,2.517458779E7,2.477451087E7,
14.611,697.75317,+,378895.3237,,,4,378895.3237,0.0,621.8148055,238833.437,260071.3921,347089.154,
14.612,711.76959,+,733259.2293,,,4,671665.6418,0.0,557.7754836,474748.4509,548600.5673,733259.2293,
14.619,493.42438,+,231252.4145,,,4,196268.9539,0.0,543.7508747,231252.4145,213848.0159,212393.1291,
14.619,927.62036,+,20993.71919,,,3,15920.37503,0.0,216.9329416,20993.71919,17744.71077,16166.92698,
14.622,885.71405,+,1339589.054,,,4,1292615.357,0.0,304.7398459,1339589.054,1283504.006,1218731.977,
14.623,921.78503,+,1208879.66,,,4,1157740.667,0.0,277.1624176,1190449.518,1202573.61,1208879.66,
14.624,764.6756,+,5374891.747,,,4,5374891.747,0.0,19166.34064,4844369.0,4675157.515,4442433.548,
14.625,753.67059,+,54818.37631,,,4,54818.37631,0.0,6495.091765,33118.26725,37635.18947,29723.10035,
14.63,712.64471,+,619872.9567,TG 40:0,TG,10,619872.9567,0.0,94742.6177,567480.2869,545693.1875,526628.3328,
14.631,793.70892,+,150017.9553,,,2,26467.07685,0.0,1117.160973,117711.8906,143821.3936,150017.9553,
14.632,439.37695,+,31834.72266,,,3,21944.15707,0.0,3272.030914,31834.72266,30506.53284,28590.51188,
14.64,767.69257,+,248435.7481,,,3,96597.75464,0.0,905.0510234,210268.8281,248435.7481,239787.6902,
14.641,549.48712,+,287685.48,,,4,210182.294,0.0,874.5832807,287685.48,261860.9862,258099.1171,
14.643,808.7431,+,34332.21971,,,4,34332.21971,0.0,327.4888201,18110.48611,20084.69074,18531.3248,
14.643,901.60657,+,33825.40401,,,4,32227.23676,0.0,212.6464635,33825.40401,31222.56409,28630.68594,
14.646,738.65967,+,8949883.772,TG 10:0_16:1_16:0,TG,7,8949883.772,0.0,35936.80704,7592244.932,7454161.747,7205912.693,
14.647,779.68628,+,1340397.726,,,4,1340397.726,0.0,3935.490116,918671.2156,922535.3227,864189.3467,
14.65,818.72272,+,80120.85366,,,3,2764.262269,0.0,240.6057183,64238.49617,80120.85366,78582.96572,
14.655,790.69043,+,1355845.421,TG 14:1_16:1_16:1,TG,8,1355845.421,0.0,797.1256102,1324780.661,1046236.592,1218866.228,
14.656,911.72949,+,1198699.504,,,4,1150827.462,0.0,915.5993735,1198699.504,1135866.332,1097234.734,
14.667,1133.89014,+,34345.98483,,,3,21904.41172,0.0,309.2548624,31963.90787,34345.98483,25274.90557,
14.775,816.70801,+,35295.64712,,,2,35295.64712,0.0,1797.577562,33242.45466,29355.02186,28497.85414,
14.776,753.64862,+,34554.96702,,,3,34554.96702,0.0,350.121604,19077.94259,25647.74509,19683.58693,
14.815,699.56927,+,69130.16963,,,4,69130.16963,0.0,301.8729737,65289.23618,66225.44437,66904.63202,
14.823,454.49817,+,28131.9592,,,4,28131.9592,0.0,1844.27818,22407.68302,21539.09627,21182.38124,
14.848,534.59772,+,66426.30628,,,4,66426.30628,0.0,7466.284331,50440.71125,56015.47721,57500.33613,
14.849,885.67102,+,81855.02569,,,4,71710.47579,0.0,489.1389692,81855.02569,78328.61306,65187.69764,
14.852,957.71948,+,111367.9691,,,3,111367.9691,0.0,397.0229556,71217.15855,105162.1163,94644.46332,
14.858,731.59778,-,22228.03729,,,4,16280.75062,724.7836179,0.0,22228.03729,21737.23591,21677.21312,
14.877,606.65521,+,262959.0174,,,3,243464.9801,0.0,1023.108418,260260.1568,206432.4288,262959.0174,
14.878,730.64789,-,35212.96829,,,2,16668.13572,10527.54394,0.0,25848.97354,34648.00056,35212.96829,
14.934,745.61108,+,61564.1837,,,4,61564.1837,0.0,264.8615626,57080.6732,56163.08414,54733.02355,
14.935,624.62952,+,1528161.896,,,4,1528161.896,0.0,11693.35851,1362696.735,1463502.387,1332699.877,
